CallArrivalTime,ServiceID,AgentID,AnsweredTime,CallDepartureTime,number_of_agent
2014-02-22 09:14:30,30175,6932.0,2014-02-22 09:14:31,2014-02-22 09:16:41,12
2014-02-22 09:24:20,30560,6985.0,2014-02-22 09:24:21,2014-02-22 09:27:50,12
2014-02-22 09:25:51,30560,6975.0,2014-02-22 09:25:52,2014-02-22 09:28:43,12
2014-02-22 09:26:11,30179,7819.0,2014-02-22 09:26:12,2014-02-22 09:29:22,9
2014-02-22 09:32:19,30172,6932.0,2014-02-22 09:32:20,2014-02-22 09:34:20,11
2014-02-22 09:33:31,30175,6985.0,2014-02-22 09:33:32,2014-02-22 09:34:47,12
2014-02-22 09:35:55,30172,6975.0,2014-02-22 09:35:56,2014-02-22 09:37:45,11
2014-02-22 09:41:23,30175,7819.0,2014-02-22 09:41:23,2014-02-22 09:46:59,12
2014-02-22 09:45:06,30175,6932.0,2014-02-22 09:45:07,2014-02-22 09:46:02,12
2014-02-22 09:45:11,30175,6985.0,2014-02-22 09:45:12,2014-02-22 09:46:34,12
2014-02-22 09:46:50,30560,6975.0,2014-02-22 09:46:51,2014-02-22 09:51:13,12
2014-02-22 09:49:17,30560,6932.0,2014-02-22 09:49:18,2014-02-22 09:52:33,12
2014-02-22 09:50:03,30175,6985.0,2014-02-22 09:50:04,2014-02-22 09:51:32,12
2014-02-22 09:51:12,30175,7819.0,2014-02-22 09:51:13,2014-02-22 09:53:32,12
2014-02-22 09:51:31,30175,6975.0,2014-02-22 09:51:32,2014-02-22 09:55:14,12
2014-02-22 09:54:27,30560,6985.0,2014-02-22 09:54:28,2014-02-22 09:58:09,12
2014-02-22 09:54:50,30175,6932.0,2014-02-22 09:54:51,2014-02-22 10:03:22,12
2014-02-22 09:56:33,30175,7819.0,2014-02-22 09:56:34,2014-02-22 10:01:59,12
2014-02-22 10:02:46,30175,6971.0,2014-02-22 10:02:47,2014-02-22 10:04:02,12
2014-02-22 10:04:29,30179,7003.0,2014-02-22 10:04:30,2014-02-22 10:08:53,9
2014-02-22 10:06:52,30175,7168.0,2014-02-22 10:06:53,2014-02-22 10:11:56,12
2014-02-22 10:08:55,30175,6971.0,2014-02-22 10:08:56,2014-02-22 10:11:26,12
2014-02-22 10:14:33,30172,7003.0,2014-02-22 10:14:34,2014-02-22 10:18:46,11
2014-02-22 10:19:28,30175,6971.0,2014-02-22 10:19:29,2014-02-22 10:21:29,12
2014-02-22 10:23:00,30175,7168.0,2014-02-22 10:23:01,2014-02-22 10:24:33,12
2014-02-22 10:25:08,30175,7003.0,2014-02-22 10:25:09,2014-02-22 10:26:18,12
2014-02-22 10:26:27,30172,6971.0,2014-02-22 10:26:28,2014-02-22 10:29:05,11
2014-02-22 10:28:30,30175,7168.0,2014-02-22 10:28:31,2014-02-22 10:30:37,12
2014-02-22 10:28:46,30175,7003.0,2014-02-22 10:28:47,2014-02-22 10:29:59,12
2014-02-22 10:31:24,30560,6971.0,2014-02-22 10:31:25,2014-02-22 10:35:08,12
2014-02-22 10:33:20,30175,7003.0,2014-02-22 10:33:21,2014-02-22 10:34:45,12
2014-02-22 10:33:26,30172,7168.0,2014-02-22 10:33:26,2014-02-22 10:36:40,11
2014-02-22 10:35:08,30560,7003.0,2014-02-22 10:35:08,2014-02-22 10:41:41,12
2014-02-22 10:36:35,30066,7168.0,2014-02-22 10:36:35,2014-02-22 10:46:31,3
2014-02-22 10:36:40,30560,6971.0,2014-02-22 10:36:41,2014-02-22 10:40:34,12
2014-02-22 10:39:16,30560,6971.0,2014-02-22 10:40:40,2014-02-22 10:41:26,12
2014-02-22 10:39:23,30179,6971.0,2014-02-22 10:41:26,2014-02-22 10:41:54,9
2014-02-22 10:39:57,30560,7003.0,2014-02-22 10:41:43,2014-02-22 10:50:48,12
2014-02-22 10:42:01,30560,6971.0,2014-02-22 10:42:02,2014-02-22 10:44:39,12
2014-02-22 10:42:42,30175,6971.0,2014-02-22 10:44:45,2014-02-22 10:49:49,12
2014-02-22 10:42:59,30179,7168.0,2014-02-22 10:46:19,2014-02-22 10:48:27,9
2014-02-22 10:44:19,30172,7168.0,2014-02-22 10:48:35,2014-02-22 10:50:11,11
2014-02-22 10:50:40,30560,6971.0,2014-02-22 10:50:41,2014-02-22 10:53:29,12
2014-02-22 10:51:35,30066,7168.0,2014-02-22 10:51:36,2014-02-22 10:52:43,3
2014-02-22 10:57:28,30560,7003.0,2014-02-22 10:57:29,2014-02-22 11:01:58,12
2014-02-22 10:59:01,30175,7168.0,2014-02-22 10:59:02,2014-02-22 11:00:47,12
2014-02-22 11:00:02,30175,6971.0,2014-02-22 11:00:03,2014-02-22 11:07:30,12
2014-02-22 11:05:21,30172,8866.0,2014-02-22 11:05:22,2014-02-22 11:24:04,11
2014-02-22 11:11:11,30560,9109.0,2014-02-22 11:11:12,2014-02-22 11:20:22,12
2014-02-22 11:11:43,30560,9118.0,2014-02-22 11:11:44,2014-02-22 11:17:48,12
2014-02-22 11:17:00,30175,7003.0,2014-02-22 11:17:01,2014-02-22 11:23:14,12
2014-02-22 11:18:31,30179,6945.0,2014-02-22 11:18:32,2014-02-22 11:18:56,9
2014-02-22 11:21:13,30172,9118.0,2014-02-22 11:21:14,2014-02-22 11:31:46,11
2014-02-22 11:22:55,30175,6945.0,2014-02-22 11:22:56,2014-02-22 11:25:02,12
2014-02-22 11:24:21,30175,9109.0,2014-02-22 11:24:22,2014-02-22 11:26:46,12
2014-02-22 11:26:46,30175,7003.0,2014-02-22 11:26:47,2014-02-22 11:28:06,12
