CallArrivalTime,ServiceID,AgentID,AnsweredTime,CallDepartureTime,number_of_agent
2014-02-11 08:00:51,30175,6935.0,2014-02-11 08:00:52,2014-02-11 08:12:05,106
2014-02-11 08:00:59,30175,9508.0,2014-02-11 08:01:00,2014-02-11 08:02:11,106
2014-02-11 08:01:43,30560,6930.0,2014-02-11 08:01:44,2014-02-11 08:04:48,76
2014-02-11 08:02:11,30560,8393.0,2014-02-11 08:02:12,2014-02-11 08:04:29,76
2014-02-11 08:03:59,30175,9424.0,2014-02-11 08:04:00,2014-02-11 08:04:31,106
2014-02-11 08:04:36,30560,8189.0,2014-02-11 08:04:37,2014-02-11 08:08:49,76
2014-02-11 08:05:32,30175,8594.0,2014-02-11 08:05:33,2014-02-11 08:10:36,106
2014-02-11 08:08:29,30066,6944.0,2014-02-11 08:08:30,2014-02-11 08:15:59,48
2014-02-11 08:08:45,30560,8392.0,2014-02-11 08:08:46,2014-02-11 08:09:17,76
2014-02-11 08:09:00,30172,6947.0,2014-02-11 08:09:01,2014-02-11 08:13:11,74
2014-02-11 08:09:26,30175,9423.0,2014-02-11 08:09:27,2014-02-11 08:14:12,106
2014-02-11 08:10:17,30172,6936.0,2014-02-11 08:10:18,2014-02-11 08:13:41,74
2014-02-11 08:11:55,30175,9502.0,2014-02-11 08:11:56,2014-02-11 08:16:53,106
2014-02-11 08:12:04,30560,8393.0,2014-02-11 08:12:04,2014-02-11 08:14:27,76
2014-02-11 08:13:49,30172,7168.0,2014-02-11 08:13:50,2014-02-11 08:19:03,74
2014-02-11 08:15:09,30172,6930.0,2014-02-11 08:15:10,2014-02-11 08:16:53,74
2014-02-11 08:15:15,30175,9512.0,2014-02-11 08:15:15,2014-02-11 08:17:56,106
2014-02-11 08:15:26,30066,9575.0,2014-02-11 08:15:27,2014-02-11 08:16:01,48
2014-02-11 08:15:54,30175,9508.0,2014-02-11 08:15:55,2014-02-11 08:23:50,106
2014-02-11 08:16:31,30560,8189.0,2014-02-11 08:16:32,2014-02-11 08:19:32,76
2014-02-11 08:16:37,30172,8392.0,2014-02-11 08:16:38,2014-02-11 08:16:50,74
2014-02-11 08:16:46,30179,9424.0,2014-02-11 08:16:47,2014-02-11 08:18:32,87
2014-02-11 08:16:57,30172,8594.0,2014-02-11 08:16:58,2014-02-11 08:23:50,74
2014-02-11 08:17:42,30175,9572.0,2014-02-11 08:17:43,2014-02-11 08:19:15,106
2014-02-11 08:18:13,30560,6935.0,2014-02-11 08:18:14,2014-02-11 08:19:53,76
2014-02-11 08:19:05,30560,6947.0,2014-02-11 08:19:06,2014-02-11 08:22:47,76
2014-02-11 08:19:55,30560,8393.0,2014-02-11 08:19:56,2014-02-11 08:24:52,76
2014-02-11 08:19:59,30175,6936.0,2014-02-11 08:20:00,2014-02-11 08:20:28,106
2014-02-11 08:20:01,30560,6944.0,2014-02-11 08:20:02,2014-02-11 08:31:06,76
2014-02-11 08:21:31,30175,9502.0,2014-02-11 08:21:32,2014-02-11 08:35:36,106
2014-02-11 08:21:42,30560,8392.0,2014-02-11 08:21:43,2014-02-11 08:23:32,76
2014-02-11 08:22:19,30560,6930.0,2014-02-11 08:22:20,2014-02-11 08:23:55,76
2014-02-11 08:23:31,30172,7168.0,2014-02-11 08:23:32,2014-02-11 08:26:35,74
2014-02-11 08:24:18,30175,9575.0,2014-02-11 08:24:19,2014-02-11 08:31:35,106
2014-02-11 08:24:23,30560,8189.0,2014-02-11 08:24:24,2014-02-11 08:26:25,76
2014-02-11 08:24:27,30560,6935.0,2014-02-11 08:24:28,2014-02-11 08:27:10,76
2014-02-11 08:26:29,30175,9508.0,2014-02-11 08:26:30,2014-02-11 08:40:17,106
2014-02-11 08:26:46,30175,9512.0,2014-02-11 08:26:47,2014-02-11 08:33:48,106
2014-02-11 08:27:24,30179,9424.0,2014-02-11 08:27:25,2014-02-11 08:37:17,87
2014-02-11 08:28:58,30175,9423.0,2014-02-11 08:28:59,2014-02-11 08:41:07,106
2014-02-11 08:30:12,30560,8393.0,2014-02-11 08:30:13,2014-02-11 08:33:56,76
2014-02-11 08:30:17,30560,6947.0,2014-02-11 08:30:18,2014-02-11 08:37:41,76
2014-02-11 08:30:20,30560,8392.0,2014-02-11 08:30:21,2014-02-11 08:33:20,76
2014-02-11 08:30:28,30560,8594.0,2014-02-11 08:30:29,2014-02-11 08:33:15,76
2014-02-11 08:30:30,30175,9572.0,2014-02-11 08:30:31,2014-02-11 08:37:59,106
2014-02-11 08:30:44,30175,6936.0,2014-02-11 08:30:45,2014-02-11 08:35:38,106
